utt_key,transcription,counts
3642220260_3aa8a52670_0,"a black dog on a rocky beach","ocean=4|water=2|sand=3|black=4|rock=5|beach=5|dogs=5|swimming=1"
3647750811_395fbd397e_1,"a dog is running awkwardly","running=5|park=1|dogs=5"
3651971126_309e6a5e22_2,"a blurry photo of two dogs","hair=1|dogs=4"
3655074079_7df3812bc5_3,"a painted woman rides a bike in public","building=1|sitting=2|car=1|face=1|hair=1|bike=3|riding=2|sits=2|rides=2|road=1|women=4"
3655155990_b0e201dd3c_3,"two white dogs are splashing around in white waves","ocean=4|water=5|running=1|white=4|beach=4|dogs=5|pool=1|swimming=4"
3655964639_21e76383d0_0,"a man chains his bike to a rack while a woman in black and red walks","wearing=2|stands=1|face=1|bike=4|black=3|walks=3|red=2|women=3"
3657016761_d553e514d9_4,"the little girl in her bathing suit stands near the sprinkers and squeals","wearing=5|little=3|toy=1|stands=3|young=4|water=5|mouth=2|small=3|grass=1|children=4|pool=1"
3658427967_6e2e57458d_1,"a boy in blue camo pants jumping into water","wearing=3|boy=5|little=2|jumps=5|park=1|young=3|air=1|water=5|small=2|ocean=3|children=4|pool=4|swimming=3"
3670907052_c827593564_1,"a dirt biker flies through the air","dirt=3|jumps=4|air=3|bike=4|riding=4|smiling=1|rides=4"
3673165148_67f217064f_0,"a brown and white dog is standing in shallow water on a beach near a large rock outcrop","brown=2|stands=2|dirt=1|sand=4|ocean=2|water=5|running=1|rock=5|white=1|sits=1|beach=5|dogs=5|pool=2|swimming=3"
3677318686_b018862bb7_1,"a boy in a purple shirt tosses orange balls on a lawn","wearing=2|boy=5|little=3|ball=3|shirt=2|face=1|soccer=1|young=4|air=1|field=2|carrying=1|holding=3|orange=4|small=1|grass=3|children=2"
3685328542_ab999b83bb_3,"a man is wearing a mask green beads and green pants","wearing=5|face=2"
3686924335_3c51e8834a_1,"a dog is being sprayed with water","water=5|dogs=4|pool=1|swimming=1"
3688858505_e8afd1475d_1,"a few people with a girl standing up in the center wearing a green dress","wearing=4|little=1|stands=4|three=1|young=3|mouth=1|face=1|children=2|women=1"
3692593096_fbaea67476_0,"airplane emitting heavy red colored smoke","red=4|air=4"
3692892751_f6574e2700_3,"man with no shirt and tatoos on back airborne with skateboard in hand","shirt=2|jumps=2|skateboard=4|young=1|air=1|hair=1|carrying=1|holding=1|riding=1|rides=3"
3694064560_467683205b_1,"an older man is speaking to a boy while both are sitting","boy=5|little=1|shirt=1|sitting=5|young=4|face=2|mouth=1|small=1|smiling=1|sits=4|children=3"
3694093650_547259731e_1,"a group of people dressed as pirates","wearing=4|water=1|shirt=2|brown=1|three=1|face=1|hair=1|hat=1|women=1"
3694991841_141804da1f_4,"the drummer beats the drums at an outdoor concert","sits=1|mouth=1|holding=2|rock=1"
3696698390_989f1488e7_3,"a man wearing a green shirt is jumping his bicycle off a ramp","boy=1|shirt=2|sitting=1|jumps=4|bike=2|air=3|street=1|riding=2|face=1|rides=4"
3697359692_8a5cdbe4fe_0,"a boy is sitting in a car seat in the backseat of a car","boy=4|sitting=3|car=5|young=4|baby=2|street=3|red=2|small=2|riding=3|sits=4|rides=4|children=3|road=2"
3701291852_373ea46bb6_3,"two people are silhouetted against a lake reflecting a painted sky","pink=1|stands=1|ocean=1|water=2|orange=1|sits=1|beach=1|red=1"
3702436188_2c26192fd0_4,"a teenage boy jumps off a rail","boy=3|jumps=5|skateboard=2|young=1|bike=1|air=1|race=1|climbing=1|children=1"
370614351_98b8a166b9_0,"a man with a mohawk with his arms in the air","jacket=1|hair=4|face=2|street=1|air=2"
370713359_7560808550_4,"people are sitting in a cheery mexican restaurant","building=1|sitting=3|young=1|three=1|smiling=1|sits=3|children=1|women=2"
3708177171_529bb4ff1d_0,"a boy is outside jumping over a flower bush on a skateboard","boy=4|toy=1|face=1|jumps=4|skateboard=4|young=4|air=1|holding=2|small=1|riding=5|grass=3|rides=3|children=2"
3715469645_6d1dc019b3_3,"two young women are leaning up against a wooden wall","wearing=1|building=1|stands=3|young=4|face=2|camera=1|women=5"
3716244806_97d5a1fb61_3,"two adults and two children pose on a pile of rocks","boy=1|little=3|stands=3|sitting=1|top=1|young=3|face=2|hair=1|camera=1|rock=4|small=1|smiling=1|children=4|women=1"
3718964174_cb2dc1615e_4,"there is a woman with a green scarf around her head","wearing=3|face=2|women=5"
3720366614_dfa8fe1088_4,"the small dog wearing a tutu stands on its hind legs","wearing=4|little=3|stands=5|jumps=1|park=1|young=1|small=5|dogs=5"
3725202807_12fbfdd207_2,"a man and a woman are walking past a car with a fancy symbol on the front","car=3|park=2|face=1|field=1|street=2|walks=5|women=1"
3727752439_907795603b_0,"a large woman puts her sunglasses on","wearing=3|hair=1|face=3|large=5|carrying=1|mouth=1|smiling=1|women=5"
3729525173_7f984ed776_3,"a woman sits and reads in the stoop of a wooden door","building=3|brown=2|shirt=1|sitting=3|face=1|holding=2|sits=4|women=5"
373394550_1b2296b8c4_1,"a small boy in a hat asleep on a padded bench","wearing=2|boy=3|little=2|sitting=1|park=2|young=4|face=1|street=1|mouth=1|small=4|hat=1|children=4"
3737539561_d1dc161040_0,"there are two kids in swimmies playing outside next to some trees","wearing=2|boy=1|little=3|tree=3|young=4|water=1|field=1|small=2|grass=2|children=5|pool=1|swimming=2"
3741462565_cc35966b7a_1,"a small young girl in a pink shirt drinking a large chocolate milkshake","wearing=3|pink=3|little=1|shirt=4|brown=2|jumps=1|young=5|face=3|large=1|mouth=1|holding=3|small=4|white=1|sits=1|children=4|women=1"
3741827382_71e93298d0_0,"a boy in a green shirt above something blue","wearing=2|boy=5|little=1|stands=1|top=1|park=1|young=2|face=1|water=1|children=5|shirt=4"
3745451546_fc8ec70cbd_2,"a person is hiking to the top of a hill","mountain=1|boy=1|top=2|rock=2|walks=1|climbing=4|road=1"
375392855_54d46ed5c8_0,"a woman in a yellow and black outfit is skiing","wearing=4|water=1|mountain=4|jumps=1|snowy=4|snow=5|yellow=5|jacket=2|carrying=1|black=4|beach=1|women=2"
3767841911_6678052eb6_3,"a little girl in an orange dress is running through the sprinkler in the yard","wearing=2|little=4|park=1|young=4|face=1|water=3|small=4|running=3|mouth=1|orange=3|grass=2|children=4|women=1"
384577800_fc325af410_0,"a brown dog carries an object in its mouth on a snowy hillside","mountain=2|toy=2|brown=2|snowy=5|snow=5|carrying=4|mouth=4|stick=1|holding=2|white=2|dogs=5"
387830531_e89c192b92_0,"a brown dog about to jump on a smaller black and tan dog","brown=3|jumps=5|top=1|large=1|black=2|small=2|mouth=1|grass=1|dogs=4"
391579205_c8373b5411_4,"the woman in the blue sweater encourages the dog to jump in the air","wearing=2|shirt=1|jumps=1|park=1|air=3|hair=1|mouth=2|face=1|dogs=4|women=4"
396360611_941e5849a3_3,"a person with a backpack stands on a rocky bank beside a body of water","wearing=2|mountain=3|stands=3|top=1|ocean=3|water=5|holding=2|rock=4|face=1|beach=3|swimming=1"
398662202_97e5819b79_0,"one child reaches up for something while another stands beside him","boy=2|little=2|stands=3|young=3|face=1|mouth=1|holding=2|small=1|smiling=1|children=5"
400851260_5911898657_3,"a person stands in a snowy area looking down","mountain=1|stands=4|snowy=5|park=1|snow=4|air=1|water=1|climbing=1|white=1"
401079494_562454c4d6_1,"two black dogs fight","field=1|black=2|dogs=5|mouth=1"
405615014_03be7ef618_3,"a police officer in a yellow vest directs traffic","wearing=2|stands=3|car=1|yellow=5|street=3|holding=1|walks=1|road=3|women=1"
410453140_5401bf659a_4,"person standing at glass doors with big blue circle and big pink circle","large=1|pink=2|building=2|park=1|stands=4"
415793623_6c1225ae27_2,"a middle aged woman climbs a mountain","mountain=5|snowy=2|snow=1|face=1|rock=2|climbing=5|women=4"
416106657_cab2a107a5_4,"the little white dog wearing the red collar is running in the grass","wearing=3|little=2|park=3|field=3|running=3|small=1|grass=4|dogs=4|red=3"
416788726_5b4eb1466e_4,"a mostly nude man standing on a stool while a family of 5 look at him questioningly","boy=1|stands=2|top=1|face=2|camera=2|mouth=1|children=2|shirt=1"
416960865_048fd3f294_0,"a hiker in a red on a snowy peak","wearing=1|mountain=4|stands=1|snowy=5|top=1|park=1|snow=3|face=2|jacket=1|walks=2|climbing=3|white=2|red=5|shirt=1"
421322723_3470543368_3,"a teenager standing in a crowd of people texting on his phone","boy=3|stands=4|sitting=1|young=4|carrying=1|small=1"
421730441_6b2267fd31_2,"a man standing in front of a brick building","building=4|shirt=1|face=1|street=2|rock=1|stands=4"
422763475_0bc814dac6_4,"a young boy plays with his dog in the snow","boy=5|little=1|snowy=4|snow=5|young=3|dogs=5|running=1|small=2|white=3|children=3"
424416723_19c56cb365_3,"a brown dog jumping off the ground in the woods","mountain=1|brown=3|dirt=1|jumps=5|tree=4|air=1|rock=1|dogs=5"
424779662_568f9606d0_1,"three women celebrate st patrick 's day by dressing up in green and white on a busy street","wearing=2|building=1|shirt=2|sitting=1|three=2|yellow=1|face=1|hair=1|street=4|white=3|road=1|women=4"
429851331_b248ca01cd_4,"the wet dog catches a toy while playing on the sand","water=3|toy=4|dirt=1|jumps=1|tennis=1|sand=5|dogs=5|large=1|running=2|carrying=1|mouth=4|stick=1|holding=1|ocean=1|beach=2|children=1|swimming=2"
430173345_86388d8822_3,"a dog in a field with a frisbee","toy=3|dirt=1|jumps=3|park=1|air=1|field=4|running=2|carrying=1|mouth=3|holding=2|smiling=1|grass=2|dogs=3"
434792818_56375e203f_4,"a man and woman stand near a large red sculpture outdoors","stands=3|park=1|face=1|large=3|field=1|smiling=1|grass=1|red=2|women=4"
435827376_4384c3005a_1,"a man and a woman are carrying bags down an empty street","car=1|carrying=5|park=1|young=1|jacket=1|street=3|holding=2|walks=3|road=3|women=4"
436009777_440c7679a1_1,"a man and a woman sit on a rock beside a street","building=1|sitting=5|car=1|street=5|rock=3|sits=5|road=2|women=3"
439037721_cdf1fc7358_0,"two men sitting on the bank of a lake with an ice chest","wearing=1|sits=3|sitting=5|hat=1|tennis=1|water=4|grass=2|beach=4|dogs=1|swimming=2"
444057017_f1e0fcaef7_1,"a little girl in pink clothes holding yellow rods","wearing=2|pink=1|little=3|toy=1|stands=1|top=1|young=5|yellow=5|face=1|carrying=3|stick=1|holding=4|small=4|children=4"
444481722_690d0cadcf_3,"two people standing on the sidewalk","building=1|stands=4|running=1|street=2|road=4|women=1"
447111935_5af98563e3_0,"the two greyhound dogs wearing sweaters are playing in the grass","wearing=3|park=1|yellow=1|field=2|running=1|grass=4|dogs=4"
448252603_7d928c900e_4,"a young man sitting in the middle of a dirt road pointing up the road","boy=1|dirt=5|sitting=5|young=5|street=1|sits=2|children=1|road=2"
448658518_eec0b648a6_1,"a man dressed in black is waiting at a crosswalk","wearing=2|stands=1|car=1|air=1|jacket=1|street=4|black=4|walks=1|road=2|shirt=1"
452419961_6d42ab7000_0,"the three children are in a cage","boy=4|little=1|sitting=1|three=3|young=5|small=1|children=5"
460935487_75b2da7854_3,"a dog turning to look at the camera","camera=5|sits=1|dogs=4|face=1"
461505235_590102a5bf_4,"the man is climbing up the rock","mountain=2|top=2|young=1|climbing=5|rock=5"
463978865_c87c6ca84c_3,"a white man with dreadlocks walks down the sidewalk","building=1|car=1|face=1|hair=4|street=3|walks=4|white=4|road=4"
464251704_b0f0c4c87a_0,"a girl in a pink top is swinging with her hair flying everywhere","pink=3|wearing=1|little=2|sitting=1|top=2|young=2|air=1|hair=3|small=1|riding=1|smiling=1|rides=1|children=4|women=1"
466956209_2ffcea3941_1,"a panoramic distance view of a rock climber going up a steep mountain wall","mountain=4|climbing=4|face=1|rock=2"
468102269_135938e209_0,"a couple kiss outdoors while another couple watch","mountain=1|face=1|street=1|mouth=4|women=3"
468310111_d9396abcbd_3,"a cow herd grazing in the pasture with a dog running in the foreground","mountain=1|stands=1|field=3|running=3|mouth=2|grass=5|dogs=4"
468608014_09fd20eb9b_4,"two dogs fighting for the same chew toy","ball=2|jumps=1|tennis=1|young=1|hair=1|field=1|running=1|carrying=1|mouth=1|stick=1|toy=5|dogs=5"
470373679_98dceb19e7_0,"a group of people inside a building that overlooks a large mountain","building=3|mountain=5|snowy=1|top=1|sitting=1|large=4|street=1|climbing=1|white=1|grass=1"
473220329_819a913bbb_4,"a young woman crosses a bridge through a field of tall grass","park=1|young=4|hair=1|field=4|walks=4|grass=4|road=1|women=4"
476233374_e1396998ef_3,"two little kids play on a pebble covered beach","little=3|stands=1|dirt=1|jumps=1|young=5|yellow=1|ocean=3|water=2|sand=4|rock=4|small=3|sits=1|beach=4|children=5"
476759700_8911f087f8_1,"a man holds up a free hugs sign above his head","smiling=2|carrying=3|holding=3|face=1"
480505313_2dc686e5db_0,"a couple is photographed in front of a large outdoor fountain","building=1|large=1|stands=2|park=1|water=3|camera=3|rock=1|smiling=1|pool=2"
485245061_5a5de43e20_4,"a mountain hiker is digging steaks into the thck snow","mountain=3|snowy=4|snow=3|jacket=3|bike=1|stick=1|climbing=3|white=2"
486712504_36be449055_2,"a dog leaps over a red and blue jump","jumps=5|yellow=1|air=1|field=1|running=1|race=1|dogs=5"
486917990_72bd4069af_0,"a girl is climbing a rock wall","jumps=1|young=4|air=1|holding=1|rock=5|climbing=5|children=3|women=1"
488356951_b3b77ad832_3,"these three men are sitting near each other and are all wearing short sleeved shirts","wearing=3|shirt=3|sitting=4|top=1|three=4|face=1|mouth=1|sits=3"
488408004_a1e26d4886_1,"a little boy with a blue jacket is making a sour face at the camera","wearing=2|boy=5|little=4|stands=1|park=1|young=3|face=4|jacket=5|small=1|camera=5|mouth=4|baby=1|children=4|shirt=1"
488590040_35a3e96c89_2,"two men holding their fishing poles","park=1|water=2|carrying=4|stick=2|holding=4|beach=2|pool=1"
491405109_798222cfd0_2,"a small girl is doing a handstand while smiling","little=1|stands=1|park=1|young=4|face=2|hair=1|mouth=2|holding=1|small=3|smiling=5|children=4"
493109089_468e105233_3,"a young boy in a black sweatshirt and red vest plays on a red jungle gym","wearing=2|boy=5|little=2|shirt=2|dirt=1|jumps=1|park=5|young=5|face=1|large=1|running=1|black=2|small=1|climbing=2|children=4|red=3"
493621130_152bdd4e91_1,"a dog leaping off a boat","toy=1|jumps=4|air=1|water=3|ocean=4|beach=1|dogs=5|pool=2|swimming=2"
494792770_2c5f767ac0_0,"a brown dog walks in the under brush","brown=3|dirt=1|tree=1|field=2|walks=4|grass=4|dogs=4"
494921598_af73bda568_3,"the hockey player is skating on the ice smacking the puck","wearing=1|snowy=1|face=1|running=1|carrying=2|stick=1|holding=2"
496110746_a93ca191ae_2,"a young child in a purple shirt hanging upside down on a swing","wearing=2|little=3|shirt=1|face=3|tree=1|top=1|park=2|young=3|air=1|hair=1|field=1|bike=1|mouth=1|holding=1|small=1|climbing=1|grass=1|rides=1|children=4"
497791037_93499238d8_2,"a child in a white shirt coming out of a swing in midair","wearing=2|boy=1|little=2|shirt=2|dirt=1|tree=1|jumps=3|tennis=1|park=1|young=5|air=2|field=2|mouth=1|sitting=1|small=1|riding=2|white=4|rides=2|children=5"
498444334_a680d318a1_3,"four boys posing while one boy sets his drink down","boy=5|little=1|three=2|young=2|holding=4|small=1|smiling=2|sits=1|children=4"
500446858_125702b296_0,"a small white dog is running through the dirt right on the outside of a patch of grass where two people and another small black dog are playing","boy=1|little=2|dirt=2|park=3|three=1|field=2|running=5|street=1|black=3|small=5|mouth=1|white=3|grass=4|dogs=4|road=1"
505929313_7668f021ab_3,"a black dog stands in the surf holding a red rubber ball","ball=4|stands=3|mouth=2|ocean=2|water=3|carrying=2|black=2|holding=3|toy=2|beach=4|dogs=4|red=3|swimming=2"
506367606_7cca2bba9b_1,"a person looking to the right standing between plants in buckets and a banana box","stands=4|sitting=1|dirt=2|tree=1|yellow=1|street=1|mouth=1|smiling=1|sits=1"
506738508_327efdf9c3_4,"two young men in sunglasses and white suits raise their arms and smile in a bar","wearing=2|stands=1|sitting=1|face=3|football=1|young=4|air=1|jacket=2|mouth=2|holding=1|smiling=4|sits=1|white=2|shirt=1"
509123893_07b8ea82a9_1,"two girls enjoy corn on the cob while sitting on a curb","little=3|sitting=3|young=4|yellow=1|face=2|field=1|street=3|mouth=1|holding=3|small=1|smiling=2|sits=2|children=4|road=2"
509778093_21236bb64d_4,"a small brown dog paws at a white ball","brown=5|little=3|ball=3|young=1|field=1|toy=4|small=2|white=3|grass=1|dogs=5"
510531976_90bbee22a2_4,"the break dancer is wearing a white shirt and grey pants","wearing=4|shirt=1|young=2|face=1|street=1|mouth=1|white=5|stands=1"
512101751_05a6d93e19_0,"a muzzled white dog is running on the grass","wearing=2|soccer=1|tree=1|park=2|face=1|field=3|running=5|mouth=2|white=3|grass=5|dogs=5"
514990193_2d2422af2c_3,"girl poses on couch on suburban lawn","building=1|little=1|stands=1|dirt=1|sitting=4|tree=1|young=3|camera=1|grass=5|children=2|women=1"
522063319_33827f1627_0,"two children are dressed as pirates","wearing=3|boy=2|little=1|shirt=3|brown=1|water=1|young=4|yellow=1|ocean=1|jacket=1|carrying=1|black=1|small=1|face=2|hat=1|children=5"
523985664_c866af4850_4,"woman in blue bikini wearing a free hugs sign","wearing=5|young=1|ocean=1|water=1|sand=1|carrying=1|pool=1|holding=3|women=4|beach=2|road=1|swimming=3"
524105255_b346f288be_4,"blond woman overlooking seattle space needle scene","hair=1|building=2|camera=1|women=5"
524282699_71e678a6bd_3,"two dogs playing on a rocky beach","jumps=1|ocean=4|water=2|sand=2|black=1|rock=4|beach=4|dogs=5"
525863257_053333e612_0,"a man fly fishes in a large river","water=5|large=2|carrying=1|stands=1"
53043785_c468d6f931_1,"a man is standing on an elephant lying in some water","large=1|stands=4|rides=2|air=1|water=4|riding=2|climbing=1|ocean=1|beach=2|pool=2"
532457586_bddfc5251d_4,"a woman with a hat is sitting on a skateboard which is on top of a bench and speaking with a shirtless man","wearing=5|skateboard=4|sitting=5|hat=3|top=2|shirt=3|park=2|young=1|rides=1|street=2|white=1|sits=4|beach=1|women=4"
533483374_86c5d4c13e_3,"the brown dog is standing next to a ball on the beach","soccer=1|ball=5|stands=3|brown=4|face=1|water=3|sand=3|toy=1|ocean=4|beach=5|dogs=4"
533713007_bf9f3e25b4_0,"a young boy sits at a picnic table and drinks out of a small cup","boy=5|little=1|grass=1|shirt=1|sitting=1|park=5|young=5|toy=1|holding=4|small=5|sits=4|beach=1|children=3"
533979933_a95b03323b_4,"a little boy walks with a paddle out into the sand","boy=5|little=4|stands=1|sitting=1|young=4|ocean=1|water=1|baby=1|sand=4|carrying=2|holding=3|walks=5|small=3|beach=3|children=5"
534875358_6ea30d3091_4,"it looks like the girl went shopping and got something from the aveda store","building=1|large=1|little=1|young=1|hair=2|carrying=2|smiling=1|children=1|women=1"
535830521_aa971319fc_3,"a woman with ear muffs holds a paper that says real change on the cover","wearing=1|snowy=1|snow=1|air=1|jacket=1|carrying=2|holding=4|women=5"
537532165_e4b7c0e61a_3,"a young children hanging upside at the playground","boy=1|little=2|toy=1|top=1|park=2|young=3|face=1|field=1|running=1|mouth=1|holding=1|climbing=2|smiling=1|grass=1|children=5"
537559285_29be110134_2,"collie jumping over a training hurdle that is on the grass","jumps=4|park=1|air=2|field=1|running=3|race=1|mouth=1|grass=4|dogs=4"
539751252_2bd88c456b_1,"a young boy wearing blue shorts is splashing is a blue kiddie pool","wearing=3|boy=5|little=1|toy=1|sitting=1|young=4|water=3|small=2|sits=1|children=4|pool=4|swimming=4"
540721368_12ac732c6c_2,"a little girl with a yellow dress blows the whistle","wearing=4|little=4|toy=1|young=3|yellow=4|air=1|field=1|running=1|race=1|mouth=2|holding=3|small=1|face=2|children=5"
541063517_35044c554a_4,"one man wearing a grey shirt and a backpack with snowy mountains in the backgroud","wearing=2|mountain=5|stands=1|snowy=3|top=2|sitting=1|snow=3|face=1|carrying=2|mouth=1|holding=1|walks=1|climbing=1|white=1|shirt=2"
542179694_e170e9e465_4,"a man walks on a sidewalk and a firetruck is nearby","car=2|street=5|road=1|red=2|walks=4"
542317719_ed4dd95dc2_4,"smiling boy in tube extending had toward camera","wearing=1|boy=5|little=2|toy=1|stands=1|sitting=1|park=1|young=3|face=3|camera=5|mouth=3|holding=1|small=1|riding=1|smiling=5|women=1|rides=1|children=2|pool=1|swimming=1"
543007912_23fc735b99_3,"two identically dressed young children jump outside","wearing=3|boy=2|little=1|jumps=5|young=4|air=2|hair=1|running=1|small=3|children=5"
544576742_283b65fa0d_4,"woman goes rock climbing","mountain=3|dirt=1|holding=1|rock=1|climbing=5|women=4"
54501196_a9ac9d66f2_3,"a hiker poses for a picture in front of stunning mountains and clouds","mountain=5|stands=3|snowy=2|large=1|rock=2|tree=2|air=2|hair=1|camera=3|walks=1|climbing=2|smiling=1|grass=2|white=1"
561417861_8e25d0c0e8_1,"a man stands by a building while others are nearby","building=4|stands=4|face=1|street=2|mouth=1|road=1|shirt=1"
561940436_64d6fc125d_3,"an older woman and an old man sitting down looking unhappy","face=2|sitting=5|sits=2|mouth=1|women=2"
56489627_e1de43de34_0,"a boy is leading donkeys on a path","boy=5|little=2|dirt=2|young=4|field=1|carrying=1|holding=1|walks=2|small=1|children=5|road=1"
566397227_a469e9e415_1,"a child wearing a white shirt is walking through the green grass","wearing=3|boy=1|little=1|shirt=1|park=2|young=5|field=3|walks=5|small=2|white=5|grass=5|children=5"
57422853_b5f6366081_2,"a man sits in his tent on a mountain","building=1|jacket=1|shirt=1|mountain=5|sitting=3|tree=1|snow=1|face=2|large=1|mouth=1|rock=1|climbing=1|sits=5"
583174725_6b522b621f_3,"a young girl jumps rope in a parking lot in the mid-day sun","little=2|toy=1|stands=1|car=1|jumps=4|park=1|young=5|hair=1|street=1|mouth=1|holding=1|small=1|smiling=1|children=1|road=1"
624742559_ff467d8ebc_3,"a little boy is climbing on the monkey bars at a playground","boy=4|little=4|dirt=2|jumps=1|park=3|young=5|children=4|holding=2|riding=1|small=1|climbing=4|grass=1|rides=1|top=1"
670609997_5c7fdb3f0b_0,"a black and white dog jumping in the air to catch a frisbee","toy=2|jumps=5|park=1|air=3|field=1|sand=2|black=4|mouth=1|white=4|grass=1|beach=2|dogs=5"
700884207_d3ec546494_2,"a woman holds a fat baby with sunglasses and a denim hat","wearing=3|stands=1|sitting=1|hat=1|park=1|young=2|face=1|small=2|carrying=4|mouth=1|holding=5|baby=5|beach=1|children=2|women=4"
70995350_75d0698839_3,"a silver craft rides the waves","rides=3|ocean=4|water=5|race=1|riding=3|air=1|beach=5"
732468337_a37075225e_3,"a naked toddler is covering a naked baby with paint","boy=3|little=4|sitting=1|young=4|face=1|mouth=1|baby=5|smiling=1|children=5"
745880539_cd3f948837_2,"a small dog in front of a yellow tube on grass","mountain=1|little=2|dirt=1|jumps=1|young=1|yellow=4|field=2|mouth=1|small=4|grass=3|dogs=4"
747921928_48eb02aab2_0,"a boy holds two sparklers","boy=5|young=3|face=1|hair=1|running=1|carrying=3|holding=5|small=1|smiling=1|children=4"
751109943_2a7f8e117f_4,"a young girl lifting her wet hair out of a white bucket","water=4|little=3|stands=1|young=4|air=1|hair=5|holding=1|small=1|white=1|face=1|children=1|women=1"
751737218_b89839a311_3,"a young boy splashing an older person with a bottle of water","boy=4|young=2|face=1|water=4|holding=2|baby=1|beach=1|children=4|pool=1"
754852108_72f80d421f_1,"man in denim cap and sunglasses amid a crowd","wearing=5|stands=4|face=3|jacket=1|street=2|walks=1|hat=4"
757046028_ff5999f91b_0,"a large man in a leather costume plays a big drum beside a little boy playing a little drum","wearing=3|boy=5|little=5|shirt=1|brown=1|young=3|large=2|carrying=1|stick=1|small=1|sits=1|children=3"
757332692_6866ae545c_0,"a smiling woman punching a dog","smiling=5|face=3|mouth=3|dogs=4|women=5"
758921886_55a351dd67_4,"a young girl in inside a tunnel","pink=1|mountain=1|little=2|toy=1|sitting=1|white=1|young=5|face=1|large=1|rock=1|small=2|climbing=1|smiling=1|children=2"
766099402_cdda6964f0_3,"a woman wearing an orange dress makes a face while riding above the fair","wearing=2|sitting=3|young=1|face=3|mouth=1|orange=5|riding=3|smiling=2|sits=2|rides=3|women=4"
771048251_602e5e8f45_4,"orange striped kitten biting blonde girl on the nose","little=1|young=4|face=4|hair=1|baby=1|black=1|orange=4|mouth=3|children=2|women=1"
791338571_7f38510bf7_2,"a red car parked next to a cow in a field","car=3|park=2|field=4|street=1|grass=4|red=4"
799486353_f665d7b0f0_2,"a young girl holding a boogie board at the beach","hair=1|little=2|stands=1|young=4|ocean=4|water=2|sand=4|carrying=3|holding=5|small=3|women=1|beach=5|children=2|swimming=1"
801607443_f15956d1ce_2,"two people climb a rock overhanging water","large=1|face=1|air=1|water=4|rock=2|climbing=4|ocean=2|beach=1|pool=1"
820169182_f5e78d7d19_1,"two boys in tent-like area with colorful balls on floor","boy=4|little=3|ball=4|sitting=1|young=3|toy=3|small=1|children=3"
86412576_c53392ef80_0,"a group of people are walking while holding numerous baskets and rugs","wearing=1|stands=1|large=1|carrying=3|mouth=1|holding=4|walks=2"
872622575_ba1d3632cc_1,"a man climbs a mountain","wearing=1|large=1|mountain=5|snowy=1|jacket=1|holding=1|rock=3|climbing=4"
880220939_0ef1c37f1f_0,"a group of woman in pink dresses walking across a crosswalk towards a cruisship","pink=2|wearing=3|water=2|ocean=3|hair=1|street=1|walks=3|beach=1|road=2|women=5"
888425986_e4b6c12324_2,"a person flipping upside down","boy=1|jumps=1|park=1|face=1|air=3|beach=1"
909191414_1cf5d85821_3,"children are playing in and around a garden tube in the front yard of a house","building=1|little=2|toy=1|jumps=2|young=2|running=3|small=2|climbing=1|smiling=1|grass=3|children=5"
909808296_23c427022d_1,"a dog on a leash walks on the sidewalk while another dog follows","wearing=3|large=1|street=2|holding=1|walks=4|grass=1|dogs=5|road=1"
917574521_74fab68514_3,"two little girls stand against a wall one girl has a happy face and the other girl has a sad face","little=4|stands=4|park=1|young=3|face=4|mouth=1|small=2|smiling=4|sits=1|children=5"
925491651_57df3a5b36_0,"a dog leaps out of the water","jumps=5|ocean=4|water=4|beach=1|dogs=5|pool=1|swimming=1"
929679367_ff8c7df2ee_2,"a puppy is playing with a tennis ball on a well-kept path lined with groomed bushes","little=1|ball=4|dirt=2|tree=2|carrying=1|tennis=4|park=1|young=3|yellow=1|street=1|walks=1|small=3|toy=1|grass=2|dogs=3|road=1"
96420612_feb18fc6c6_2,"a man with a wake-board is diving over a surface that is not water","building=1|rides=1|jumps=1|snow=1|ocean=2|water=2|carrying=1|riding=2|face=2|beach=2|pool=1"
968081289_cdba83ce2e_1,"two boys are climbing a wooden platform and jumping into a river","boy=1|little=1|jumps=5|young=5|air=1|water=4|mouth=1|small=3|climbing=3|smiling=1|beach=2|children=4|swimming=1"
979383193_0a542a059d_3,"six children at a table","boy=1|little=1|sitting=3|young=4|large=1|small=2|sits=3|children=5"
997722733_0cb5439472_1,"a man is rock climbing high in the air","large=1|mountain=3|climbing=4|rock=3|air=3"
